"created_at";"updated_at";"deleted_at";"name";"classification";"parse";"metaphone";"name_variations"
"";"";"";"RAQUELINE";"F";"RAQUELINE (2K)";"2K";"|RAQUELINE|"
"";"";"";"RAQUELL";"F";"RAQUELL (2K)";"2K";"|RAQUELL|"
"";"";"";"RAQUELLE";"F";"RAQUELLE (2K)";"2K";"|RAQUELLE|"
"";"";"";"RAQUELLY";"F";"RAQUELLY (2KI)";"2KI";"|RAQUELLI|RAQUELLY|"
"";"";"";"RAQUELMA";"F";"RAQUELMA (2KM)";"2KM";"|RAQUELMA|"
"";"";"";"RARENA";"F";"RARENA (2R)";"2R";"|RARENA|"
"";"";"";"RARI";"M";"RARI (2R)";"2R";"|RARI|RARY|"
"";"";"";"RARIANA";"F";"RARIANA (2R)";"2R";"|RARIANA|"
"";"";"";"RARIANE";"F";"RARIANE (2R)";"2R";"|RARIANE|RARYANE|"
"";"";"";"RARIANY";"F";"RARIANY (2RI)";"2RI";"|RARIANI|RARIANY|"
"";"";"";"RARIEL";"M";"RARIEL (2R)";"2R";"|RARAEL|RARIEL|RHARIEL|"
"";"";"";"RARIELE";"F";"RARIELE (2R)";"2R";"|RARIELE|"
"";"";"";"RARIELI";"F";"RARIELI (2R)";"2R";"|RARIELI|RARIELY|RARLEI|RARLEY|"
"";"";"";"RARIELLY";"F";"RARIELLY (2RI)";"2RI";"|RARIELLY|"
"";"";"";"RARIENE";"F";"RARIENE (2R)";"2R";"|RARIENE|"
"";"";"";"RARICA";"F";"RARICA (2RK)";"2RK";"|RARICA|RARIKA|"
"";"";"";"RARILENE";"F";"RARILENE (2R)";"2R";"|RARILENE|"
"";"";"";"RARILSON";"M";"RARILSON (2RSM)";"2RSM";"|RARIELSON|RARILSON|"
"";"";"";"RARIMA";"F";"RARIMA (2RM)";"2RM";"|RARIMA|"
"";"";"";"RARINA";"F";"RARINA (2R)";"2R";"|RARINA|"
"";"";"";"RARINE";"F";"RARINE (2R)";"2R";"|RARINE|"
"";"";"";"RARISON";"M";"RARISON (2RSM)";"2RSM";"|RARISOM|RARISON|RARYSON|RHARISON|"
"";"";"";"RARISSA";"F";"RARISSA (2RS)";"2RS";"|RARISSA|RARYSSA|"
"";"";"";"RARISSON";"M";"RARISSON (2RS)";"2RS";"|RARISSOM|RARISSON|RARYSSON|"
"";"";"";"RARISTON";"M";"RARISTON (2RSTM)";"2RSTM";"|RARISTON|"
"";"";"";"RARITON";"M";"RARITON (2RTM)";"2RTM";"|RARITON|"
"";"";"";"RARISA";"F";"RARISA (2RS)";"2RS";"|RARISA|RARIZA|"
"";"";"";"RARON";"M";"RARON (2RM)";"2RM";"|RARON|"
"";"";"";"RASANGELA";"F";"RASANGELA (2SJl)";"2SJl";"|RASANGELA|RAZANGELA|"
"";"";"";"RAZIEL";"M";"RAZIEL (2Z)";"2Z";"|RASIEL|RAZIEL|"
"";"";"";"RAZIELE";"F";"RAZIELE (2Z)";"2Z";"|RASIELE|RAZIELE|"
"";"";"";"RASILDA";"F";"RASILDA (2SD)";"2SD";"|RASILDA|"
"";"";"";"RASELI";"F";"RASELI (2S)";"2S";"|RASALI|RASELI|RASLEY|"
"";"";"";"RASNA";"F";"RASNA (2S)";"2S";"|RASNA|"
"";"";"";"RASSAN";"M";"RASSAN (2S)";"2S";"|RASSAN|"
"";"";"";"RASSANA";"F";"RASSANA (2S)";"2S";"|RASSANA|"
"";"";"";"RAU";"M";"RAU (2)";"2";"|RAU|RAUR|"
"";"";"";"RAUA";"M";"RAUA (2)";"2";"|RAUA|RHAUA|"
"";"";"";"RAUAN";"M";"RAUAN (2M)";"2M";"|RAUAM|RAUAN|RHAUAN|"
"";"";"";"RAUANA";"F";"RAUANA (2)";"2";"|RAUANA|RAUANNA|RHAUANA|"
"";"";"";"RAUANDA";"F";"RAUANDA (2D)";"2D";"|RAUANDA|"
"";"";"";"RAUANDERSON";"M";"RAUANDERSON (2DRSM)";"2DRSM";"|RAUANDERSON|"
"";"";"";"RAUANE";"F";"RAUANE (2)";"2";"|RAUANE|RAUANNE|RHAUANE|"
"";"";"";"RAUANI";"F";"RAUANI (2)";"2";"|RAUANI|RAUANNY|RAUANY|RHAUANY|"
"";"";"";"RAUBER";"M";"RAUBER (2BR)";"2BR";"|RAUBER|RAUDER|"
"";"";"";"RAUCILENE";"F";"RAUCILENE (2S)";"2S";"|RAUCILENE|"
"";"";"";"RAUDILENE";"F";"RAUDILENE (2D)";"2D";"|RAUDILENE|"
"";"";"";"RAUDINA";"F";"RAUDINA (2D)";"2D";"|RAUDINA|"
"";"";"";"RAUDINEI";"M";"RAUDINEI (2D)";"2D";"|RAUDINEI|RAUDINEY|"
"";"";"";"RAUDNEI";"M";"RAUDNEI (2D)";"2D";"|RAUDNEI|RAUDNEY|"
"";"";"";"RAUDSON";"M";"RAUDSON (2DSM)";"2DSM";"|RAUDSON|"
"";"";"";"RAUENA";"F";"RAUENA (2)";"2";"|RAUENA|"
"";"";"";"RAUENE";"F";"RAUENE (2)";"2";"|RAUENE|"
"";"";"";"RAUENIA";"F";"RAUENIA (2)";"2";"|RAUENIA|"
"";"";"";"RAUE";"M";"RAUE (2)";"2";"|RAUE|RAUER|"
"";"";"";"RAUF";"M";"RAUF (2F)";"2F";"|RAUF|RAUFF|RAUPH|"
"";"";"";"RAUFE";"M";"RAUFE (2F)";"2F";"|RAUFE|RAUFER|"
"";"";"";"RAUFI";"M";"RAUFI (2F)";"2F";"|RAUFI|"
"";"";"";"RAUFRAN";"M";"RAUFRAN (2FRM)";"2FRM";"|RAUFRAN|"
"";"";"";"RULIAN";"M";"RULIAN (2M)";"2M";"|RAULIAN|RHULIAN|RILIAN|ROLIAN|RULIAM|RULIAN|RULYAN|"
"";"";"";"RAULINDA";"F";"RAULINDA (2D)";"2D";"|RAULINDA|RELINDA|ROLINDA|"
"";"";"";"RAULINDO";"M";"RAULINDO (2D)";"2D";"|RAULINDO|REALINDO|RELINDO|ROLINDO|"
"";"";"";"RAULINO";"M";"RAULINO (2)";"2";"|RALINO|RAOLINO|RAULINO|REALINO|RIALINO|ROLINO|"
"";"";"";"RAULINSON";"M";"RAULINSON (2SM)";"2SM";"|RAULINSON|"
"";"";"";"RAULITO";"M";"RAULITO (2T)";"2T";"|RAULITO|"
"";"";"";"RAULL";"M";"RAULL (2)";"2";"|RAULL|"
"";"";"";"RAUMIR";"M";"RAUMIR (2MR)";"2MR";"|RAUMI|RAUMIR|"
"";"";"";"RAUMUNDO";"M";"RAUMUNDO (2MD)";"2MD";"|RAUMUNDO|"
"";"";"";"RAUNA";"F";"RAUNA (2)";"2";"|RAUNA|"
"";"";"";"RAUNI";"M";"RAUNI (2)";"2";"|RAUNEI|RAUNEY|RAUNI|RAUNIR|RAUNNY|RAUNY|RHAUNY|"
"";"";"";"RAURIANE";"F";"RAURIANE (2R)";"2R";"|RAURIANE|"
"";"";"";"RAURIENE";"F";"RAURIENE (2R)";"2R";"|RAURIENE|"
"";"";"";"RAURISON";"M";"RAURISON (2RSM)";"2RSM";"|RAURISON|"
"";"";"";"RAVAN";"M";"RAVAN (2VM)";"2VM";"|RAVAN|"
"";"";"";"RAVANA";"F";"RAVANA (2V)";"2V";"|RAVANA|RAVANNA|"
"";"";"";"RAVANE";"F";"RAVANE (2V)";"2V";"|RAVANE|"
"";"";"";"RAVANELI";"M";"RAVANELI (2V)";"2V";"|RAVANELI|"
"";"";"";"RAVANIA";"F";"RAVANIA (2V)";"2V";"|RAVANIA|"
"";"";"";"RAVANI";"F";"RAVANI (2V)";"2V";"|RAVANI|RAVANY|"
"";"";"";"RAVEL";"M";"RAVEL (2V)";"2V";"|RAVAEL|RAVEL|RAVIEL|"
"";"";"";"RAVILA";"F";"RAVILA (2Vl)";"2Vl";"|RAVAELA|RAVELA|RAVILA|RAVLA|RAVYLA|RHAVILA|"
"";"";"";"RAVELE";"F";"RAVELE (2V)";"2V";"|RAVELE|RAVIELE|RAVILE|"
"";"";"";"RAVELI";"M";"RAVELI (2V)";"2V";"|RAVELI|RAVELY|RAVIELI|"
"";"";"";"RAVELLE";"M";"RAVELLE (2V)";"2V";"|RAVELLE|"
"";"";"";"RAVELLY";"M";"RAVELLY (2VI)";"2VI";"|RAVELLI|RAVELLY|"
"";"";"";"RAVEN";"M";"RAVEN (2VM)";"2VM";"|RAVEN|"
"";"";"";"RAVENA";"F";"RAVENA (2V)";"2V";"|RAVENA|RAVENNA|RHAVENA|RHAVENNA|"
"";"";"";"RAVENE";"F";"RAVENE (2V)";"2V";"|RAVENE|"
"";"";"";"RAVENI";"F";"RAVENI (2V)";"2V";"|RAVENI|"
"";"";"";"RAVENIA";"F";"RAVENIA (2V)";"2V";"|RAVENIA|"
"";"";"";"RAVI";"M";"RAVI (2V)";"2V";"|RAVI|RAVIR|RAVY|RHAVI|RHAVY|"
"";"";"";"RAVIANE";"F";"RAVIANE (2V)";"2V";"|RAVIANE|"
"";"";"";"RAVIK";"M";"RAVIK (2VK)";"2VK";"|RAVIC|RAVIK|"
"";"";"";"RAVICK";"M";"RAVICK (2VKK)";"2VKK";"|RAVICK|"
"";"";"";"RAVIER";"M";"RAVIER (2VR)";"2VR";"|RAVIER|"
"";"";"";"RAVILLA";"F";"RAVILLA (2Vl)";"2Vl";"|RAVILLA|RAVYLLA|"
"";"";"";"RAVILSON";"M";"RAVILSON (2VSM)";"2VSM";"|RAVILSON|"
"";"";"";"RAVINE";"F";"RAVINE (2V)";"2V";"|RAVINE|"
"";"";"";"RAVINI";"F";"RAVINI (2V)";"2V";"|RAVINI|RAVINY|"
"";"";"";"RAWAN";"M";"RAWAN (2VM)";"2VM";"|RAWAN|RHAWAN|"
"";"";"";"RAWANE";"F";"RAWANE (2V)";"2V";"|RAWANE|RAWANNE|"
"";"";"";"RAWANY";"F";"RAWANY (2VI)";"2VI";"|RAWANI|RAWANNY|RAWANY|"
"";"";"";"RAWENA";"F";"RAWENA (2V)";"2V";"|RAWENA|"
"";"";"";"RAWLINSON";"M";"RAWLINSON (2VSM)";"2VSM";"|RAWLINSON|"
"";"";"";"RAWLISON";"M";"RAWLISON (2VSM)";"2VSM";"|RAWLISON|"
"";"";"";"RAIANDER";"M";"RAIANDER (2IDR)";"2IDR";"|RAIANDER|RAYANDER|"
"";"";"";"RAICCA";"F";"RAICCA (2KK)";"2KK";"|RAICCA|RAICKA|RAYCCA|RAYCKA|"
"";"";"";"RAICON";"M";"RAICON (2KM)";"2KM";"|RAICON|RAIKON|RAYCON|"
"";"";"";"ROLAND";"M";"ROLAND (2lD)";"2lD";"|RAILAND|RAYLAND|ROLAND|"
"";"";"";"RAYLLANA";"F";"RAYLLANA (2Il)";"2Il";"|RAYLLANA|"
"";"";"";"RAYLLANDER";"M";"RAYLLANDER (2IlDR)";"2IlDR";"|RAYLLANDER|"
"";"";"";"RAYLLENE";"F";"RAYLLENE (2I)";"2I";"|RAYLLENE|ROLILENE|"
"";"";"";"RAYLLON";"M";"RAYLLON (2IlM)";"2IlM";"|RAYLLON|"
"";"";"";"RAIMERSON";"M";"RAIMERSON (2MRSM)";"2MRSM";"|RAIMERSON|RAYMERSON|"
"";"";"";"RAYMOND";"M";"RAYMOND (2IMD)";"2IMD";"|RAYMOND|"
"";"";"";"RAIMORA";"F";"RAIMORA (2MR)";"2MR";"|RAIMORA|RAYMORA|"
"";"";"";"RAYONARA";"F";"RAYONARA (2IR)";"2IR";"|RAYONARA|"
"";"";"";"RAYSLLA";"F";"RAYSLLA (2ISl)";"2ISl";"|RAYSLLA|"
"";"";"";"RAZIELA";"F";"RAZIELA (2Zl)";"2Zl";"|RAZIELA|"
"";"";"";"REA";"F";"REA (2)";"2";"|REA|RHEA|"
"";"";"";"REACILVA";"F";"REACILVA (2SV)";"2SV";"|REACILVA|"
"";"";"";"REALDINA";"F";"REALDINA (2D)";"2D";"|RALDINA|REALDINA|ROLDINA|"
"";"";"";"REALDINO";"M";"REALDINO (2D)";"2D";"|REALDINO|"
"";"";"";"REAN";"M";"REAN (2M)";"2M";"|REAM|REAN|"
"";"";"";"REANA";"F";"REANA (2)";"2";"|REANA|"
"";"";"";"REANDERSON";"M";"REANDERSON (2DRSM)";"2DRSM";"|REANDERSON|"
"";"";"";"REANE";"F";"REANE (2)";"2";"|REANE|"
"";"";"";"REANI";"F";"REANI (2)";"2";"|REANI|"
"";"";"";"REASILVA";"F";"REASILVA (2SV)";"2SV";"|REASILVA|"
"";"";"";"REBBECA";"F";"REBBECA (2BBK)";"2BBK";"|REBBECA|"
"";"";"";"REBECA";"F";"REBECA (2BK)";"2BK";"|REBECA|REBECAH|REBEKA|REBEKAH|REBHECA|RHEBECA|RHEBEKA|"
"";"";"";"REBECCA";"F";"REBECCA (2BKK)";"2BKK";"|REBECCA|REBECKA|REBEKKA|"
"";"";"";"REBERSON";"M";"REBERSON (2BRSM)";"2BRSM";"|REBERSON|REDERSON|"
"";"";"";"REBERT";"M";"REBERT (2BRT)";"2BRT";"|REBERT|REBERTH|"
"";"";"";"REBERTE";"M";"REBERTE (2BRT)";"2BRT";"|REBERTE|"
"";"";"";"REBERTI";"M";"REBERTI (2BRT)";"2BRT";"|REBERTI|REBERTY|"
"";"";"";"RECARDO";"M";"RECARDO (2KRD)";"2KRD";"|RECARDO|"
"";"";"";"RECENVINDO";"M";"RECENVINDO (2SVD)";"2SVD";"|RECENVINDO|"
"";"";"";"RECI";"F";"RECI (2S)";"2S";"|RECI|RECY|"
"";"";"";"RECIA";"F";"RECIA (2S)";"2S";"|RECIA|"
"";"";"";"RECIANE";"F";"RECIANE (2S)";"2S";"|RECIANE|"
"";"";"";"RECIEL";"M";"RECIEL (2S)";"2S";"|RECIEL|"
"";"";"";"RECIERE";"M";"RECIERE (2S)";"2S";"|RECIERE|"
"";"";"";"RECIERI";"M";"RECIERI (2S)";"2S";"|RECIERI|"
"";"";"";"RECILDA";"F";"RECILDA (2SD)";"2SD";"|RECILDA|"
"";"";"";"RECIO";"M";"RECIO (2S)";"2S";"|RECIO|"
"";"";"";"RED";"M";"RED (2D)";"2D";"|RAED|RED|"
"";"";"";"REDA";"M";"REDA (2D)";"2D";"|REDA|"
"";"";"";"REDELVINO";"M";"REDELVINO (2DV)";"2DV";"|REDELVINO|"
"";"";"";"REDI";"M";"REDI (2D)";"2D";"|REDI|REDY|"
"";"";"";"REDIANE";"F";"REDIANE (2D)";"2D";"|REDIANE|"
"";"";"";"REDIJANE";"F";"REDIJANE (2DJ)";"2DJ";"|REDIJANE|"
"";"";"";"REDILSON";"M";"REDILSON (2DSM)";"2DSM";"|REDILSON|"
"";"";"";"REDIMAR";"M";"REDIMAR (2DMR)";"2DMR";"|REDIMAR|"
"";"";"";"REDINA";"F";"REDINA (2D)";"2D";"|REDINA|"
"";"";"";"REDINALDO";"M";"REDINALDO (2DD)";"2DD";"|REDINALDO|"
"";"";"";"REDINALVA";"F";"REDINALVA (2DV)";"2DV";"|REDINALVA|"
"";"";"";"REDINEI";"M";"REDINEI (2D)";"2D";"|REDINEI|"
"";"";"";"REDIVAL";"M";"REDIVAL (2DV)";"2DV";"|REDIVAL|"
"";"";"";"REDIVALDO";"M";"REDIVALDO (2DVD)";"2DVD";"|REDIVALDO|"
"";"";"";"REDNER";"M";"REDNER (2DR)";"2DR";"|REDNER|"
"";"";"";"REDNEI";"M";"REDNEI (2D)";"2D";"|REDNEI|REDNEY|"
"";"";"";"REDOVINO";"M";"REDOVINO (2DV)";"2DV";"|REDOVINO|"
"";"";"";"REDUZINO";"M";"REDUZINO (2DZ)";"2DZ";"|REDUZINO|"
"";"";"";"REFAEL";"M";"REFAEL (2F)";"2F";"|REFAEL|REPHAEL|"
"";"";"";"REJANE";"F";"REJANE (2J)";"2J";"|REGANE|REJANE|REJANNE|"
"";"";"";"REGE";"M";"REGE (2J)";"2J";"|REGE|REGER|"
"";"";"";"REGEA";"F";"REGEA (2J)";"2J";"|REGEA|"
"";"";"";"REGEANA";"F";"REGEANA (2J)";"2J";"|REGEANA|REJEANA|"
"";"";"";"REGEANE";"F";"REGEANE (2J)";"2J";"|REGEANE|REJEANE|"
"";"";"";"REGEANI";"F";"REGEANI (2J)";"2J";"|REGEANI|"
"";"";"";"REGENILDO";"M";"REGENILDO (2JD)";"2JD";"|REGENALDO|REGENILDO|"
"";"";"";"REGENE";"F";"REGENE (2J)";"2J";"|REGENE|REJENE|"
"";"";"";"REGENI";"F";"REGENI (2J)";"2J";"|REGENI|"
"";"";"";"REGENIA";"F";"REGENIA (2J)";"2J";"|REGENIA|"
"";"";"";"REGENILDA";"F";"REGENILDA (2JD)";"2JD";"|REGENILDA|"
"";"";"";"REGENILSON";"M";"REGENILSON (2JSM)";"2JSM";"|REGENILSON|"
"";"";"";"REGERIO";"M";"REGERIO (2J)";"2J";"|REGERIO|"
"";"";"";"REGERSON";"M";"REGERSON (2JRSM)";"2JRSM";"|REGERSON|"
"";"";"";"REGES";"M";"REGES (2JS)";"2JS";"|REGES|REJES|"
"";"";"";"REGGIANE";"F";"REGGIANE (2J)";"2J";"|REGGIANE|"
"";"";"";"REGI";"M";"REGI (2J)";"2J";"|REGI|"
"";"";"";"REGIA";"F";"REGIA (2J)";"2J";"|REGIA|"
"";"";"";"REGIAN";"M";"REGIAN (2JM)";"2JM";"|REGIAN|"
"";"";"";"REGIANA";"F";"REGIANA (2J)";"2J";"|REGIANA|REJIANA|"
"";"";"";"REGIANDRO";"M";"REGIANDRO (2JDR)";"2JDR";"|REGIANDRO|"
"";"";"";"REGIANE";"F";"REGIANE (2J)";"2J";"|REGAINE|REGIANE|REGIANNE|REGYANE|REJAINE|REJIANE|"
"";"";"";"REGIANI";"F";"REGIANI (2J)";"2J";"|REGIANI|REGIANNY|REGIANY|REJIANI|"
"";"";"";"REGIANIO";"M";"REGIANIO (2J)";"2J";"|REGIANIO|"
"";"";"";"REGIANO";"M";"REGIANO (2J)";"2J";"|REGIANO|"
"";"";"";"REGIARA";"F";"REGIARA (2JR)";"2JR";"|REGIARA|"
"";"";"";"REGIARIA";"F";"REGIARIA (2JR)";"2JR";"|REGIARIA|"
"";"";"";"REGICELIA";"F";"REGICELIA (2JS)";"2JS";"|REGICELIA|"
"";"";"";"REGICLAUDIO";"M";"REGICLAUDIO (2JKlD)";"2JKlD";"|REGICLAUDIO|"
"";"";"";"REGICLEI";"M";"REGICLEI (2JK)";"2JK";"|REGICLEI|"
"";"";"";"REGICLEIA";"F";"REGICLEIA (2JKI)";"2JKI";"|REGICLEIA|"
"";"";"";"REGICLEIDE";"F";"REGICLEIDE (2JKD)";"2JKD";"|REGICLEIDE|"
"";"";"";"REGIDALVA";"F";"REGIDALVA (2JDV)";"2JDV";"|REGIDALVA|"
"";"";"";"REGIEL";"M";"REGIEL (2J)";"2J";"|REGIEL|REGIL|"
"";"";"";"REGIELE";"F";"REGIELE (2J)";"2J";"|REGIELE|"
"";"";"";"REGIELLE";"F";"REGIELLE (2J)";"2J";"|REGIELLE|"
"";"";"";"REGILMA";"F";"REGILMA (2JM)";"2JM";"|REGIELMA|REGILMA|REGILMAR|"
"";"";"";"REGIENE";"F";"REGIENE (2J)";"2J";"|REGIENE|"
"";"";"";"REGIFRAN";"M";"REGIFRAN (2JFRM)";"2JFRM";"|REGIFRAN|"
"";"";"";"REGILA";"F";"REGILA (2Jl)";"2Jl";"|REGILA|"
"";"";"";"REGILAINE";"F";"REGILAINE (2Jl)";"2Jl";"|REGILAINE|REGILIANE|"
"";"";"";"REGILAN";"M";"REGILAN (2JlM)";"2JlM";"|REGILAN|"
"";"";"";"REGILANDIA";"F";"REGILANDIA (2JlD)";"2JlD";"|REGILANDIA|"
"";"";"";"REGILANDIO";"M";"REGILANDIO (2JlD)";"2JlD";"|REGILANDIO|"
"";"";"";"REGILANE";"F";"REGILANE (2Jl)";"2Jl";"|REGILANE|REJILANE|"
"";"";"";"REGILANI";"F";"REGILANI (2Jl)";"2Jl";"|REGILANI|"
"";"";"";"REGILANIA";"F";"REGILANIA (2Jl)";"2Jl";"|REGILANIA|"
"";"";"";"REGILANIO";"M";"REGILANIO (2Jl)";"2Jl";"|REGILANIO|"
"";"";"";"REGILANO";"M";"REGILANO (2Jl)";"2Jl";"|REGILANO|"
"";"";"";"REGILBERTO";"M";"REGILBERTO (2JBRT)";"2JBRT";"|REGILBERTO|"
"";"";"";"REGILDA";"F";"REGILDA (2JD)";"2JD";"|REGILDA|"
"";"";"";"REGILDO";"M";"REGILDO (2JD)";"2JD";"|REGIALDO|REGILDO|"
"";"";"";"REGILEIA";"F";"REGILEIA (2JI)";"2JI";"|REGILEIA|"
"";"";"";"REGILEIDE";"F";"REGILEIDE (2JD)";"2JD";"|REGILEIDE|"
"";"";"";"REGILENA";"F";"REGILENA (2J)";"2J";"|REGILENA|"
"";"";"";"REGILENE";"F";"REGILENE (2J)";"2J";"|REGILENE|REJILENE|"
"";"";"";"REGILENO";"M";"REGILENO (2J)";"2J";"|REGILENO|"
"";"";"";"REGILSON";"M";"REGILSON (2JSM)";"2JSM";"|REGIELSON|REGILSON|"
"";"";"";"REGILVAN";"M";"REGILVAN (2JVM)";"2JVM";"|REGILVAN|"
"";"";"";"REGILVANIA";"F";"REGILVANIA (2JV)";"2JV";"|REGILVANIA|"
"";"";"";"REGIMAR";"M";"REGIMAR (2JMR)";"2JMR";"|REGIMA|REGIMAR|REJIMAR|"
"";"";"";"REGIMARA";"F";"REGIMARA (2JMR)";"2JMR";"|REGIMARA|"
"";"";"";"REGIMARE";"F";"REGIMARE (2JMR)";"2JMR";"|REGIMARE|"
"";"";"";"REGIMARI";"F";"REGIMARI (2JMR)";"2JMR";"|REGIMARI|"
"";"";"";"REGIMARIA";"F";"REGIMARIA (2JMR)";"2JMR";"|REGIMARIA|"
"";"";"";"REGIMARIO";"M";"REGIMARIO (2JMR)";"2JMR";"|REGIMARIO|"
"";"";"";"REGIMAURO";"M";"REGIMAURO (2JMR)";"2JMR";"|REGIMAURO|"
"";"";"";"REGIMEIRE";"F";"REGIMEIRE (2JM)";"2JM";"|REGIMEIRE|"
"";"";"";"REGINA";"F";"REGINA (2J)";"2J";"|REGINA|REGINNA|REGUINA|REJINA|"
"";"";"";"REGINAL";"M";"REGINAL (2J)";"2J";"|REGINAL|REGINEL|"
"";"";"";"REGINALD";"M";"REGINALD (2JD)";"2JD";"|REGINALD|"
"";"";"";"REGINALDA";"F";"REGINALDA (2JD)";"2JD";"|REGINALDA|REGINELDA|REGINILDA|REJINALDA|"
"";"";"";"REGINALDO";"M";"REGINALDO (2JD)";"2JD";"|REGINALDO|REGINELDO|REGINILDO|REGINLDO|REGUINALDO|REJINALDO|"
"";"";"";"REGINALVA";"F";"REGINALVA (2JV)";"2JV";"|REGINALVA|"
"";"";"";"REGINAN";"M";"REGINAN (2JM)";"2JM";"|REGINAN|"
"";"";"";"REGINANDO";"M";"REGINANDO (2JD)";"2JD";"|REGINANDO|"
"";"";"";"REGINANE";"F";"REGINANE (2J)";"2J";"|REGINANE|"
"";"";"";"REGINARA";"F";"REGINARA (2JR)";"2JR";"|REGINARA|"
"";"";"";"REGINARDO";"M";"REGINARDO (2JRD)";"2JRD";"|REGINARDO|"
"";"";"";"REGINARIA";"F";"REGINARIA (2JR)";"2JR";"|REGINARIA|"
"";"";"";"REGINARIO";"M";"REGINARIO (2JR)";"2JR";"|REGINARIO|"
"";"";"";"REGINATO";"M";"REGINATO (2JT)";"2JT";"|REGINATO|"
"";"";"";"REGINAURA";"F";"REGINAURA (2JR)";"2JR";"|REGINAURA|"
"";"";"";"REGINE";"F";"REGINE (2J)";"2J";"|REGINE|"
"";"";"";"REGINEA";"F";"REGINEA (2J)";"2J";"|REGINEA|"
"";"";"";"REGINEI";"M";"REGINEI (2J)";"2J";"|REGINEI|REGINEY|REGINI|"
"";"";"";"REGINEIA";"F";"REGINEIA (2JI)";"2JI";"|REGINEIA|"
"";"";"";"REGINEIDE";"F";"REGINEIDE (2JD)";"2JD";"|REGINEIDE|REJINEIDE|"
"";"";"";"REGINELE";"F";"REGINELE (2J)";"2J";"|REGINELE|"
"";"";"";"REGINELIA";"F";"REGINELIA (2J)";"2J";"|REGINALIA|REGINELIA|"
"";"";"";"REGINILSON";"M";"REGINILSON (2JSM)";"2JSM";"|REGINELSON|REGINILSON|"
"";"";"";"REGINES";"M";"REGINES (2JS)";"2JS";"|REGINES|"
"";"";"";"REGINETE";"F";"REGINETE (2JT)";"2JT";"|REGINETE|"
"";"";"";"REGINEUDA";"F";"REGINEUDA (2JD)";"2JD";"|REGINEUDA|"
"";"";"";"REGINEUDO";"M";"REGINEUDO (2JD)";"2JD";"|REGINEUDO|"
"";"";"";"REGINILDE";"F";"REGINILDE (2JD)";"2JD";"|REGINILDE|"
"";"";"";"REGINILTON";"M";"REGINILTON (2JTM)";"2JTM";"|REGINILTON|"
"";"";"";"REGINO";"M";"REGINO (2J)";"2J";"|REGINO|"
"";"";"";"REGIO";"M";"REGIO (2J)";"2J";"|REGIO|"
"";"";"";"REGIOMAR";"M";"REGIOMAR (2JMR)";"2JMR";"|REGIOMAR|"
"";"";"";"REGIONALDO";"M";"REGIONALDO (2JD)";"2JD";"|REGIONALDO|"
"";"";"";"REGIONE";"M";"REGIONE (2J)";"2J";"|REGIONE|"
"";"";"";"REGIRENE";"F";"REGIRENE (2J)";"2J";"|REGIRENE|"
"";"";"";"REGIRLANE";"F";"REGIRLANE (2JRl)";"2JRl";"|REGIRLANE|"
"";"";"";"REGIRLENE";"F";"REGIRLENE (2JR)";"2JR";"|REGIRLENE|"
"";"";"";"REGIS";"M";"REGIS (2JS)";"2JS";"|REGIS|REGIZ|REGYS|REJIS|"
"";"";"";"REGISLAINE";"F";"REGISLAINE (2JSl)";"2JSl";"|REGISLAINE|"
"";"";"";"REGISLAN";"M";"REGISLAN (2JSlM)";"2JSlM";"|REGISLAN|"
"";"";"";"REGISLANDIA";"F";"REGISLANDIA (2JSlD)";"2JSlD";"|REGISLANDIA|"
"";"";"";"REGISLANE";"F";"REGISLANE (2JSl)";"2JSl";"|REGISLANE|"
"";"";"";"REGISLANIA";"F";"REGISLANIA (2JSl)";"2JSl";"|REGISLANIA|"
"";"";"";"REGISLEI";"M";"REGISLEI (2JS)";"2JS";"|REGISLEI|REGISLEY|"
"";"";"";"REGISLENE";"F";"REGISLENE (2JS)";"2JS";"|REGISLENE|"
"";"";"";"REGISMAR";"M";"REGISMAR (2JSMR)";"2JSMR";"|REGISMAR|"
"";"";"";"REGISNALDO";"M";"REGISNALDO (2JSD)";"2JSD";"|REGISNALDO|"
"";"";"";"REGISON";"M";"REGISON (2JSM)";"2JSM";"|REGISON|"
"";"";"";"REGISVAN";"M";"REGISVAN (2JSVM)";"2JSVM";"|REGISVAN|"
"";"";"";"REGITON";"M";"REGITON (2JTM)";"2JTM";"|REGITON|"
"";"";"";"REGIVAL";"M";"REGIVAL (2JV)";"2JV";"|REGIVAL|"
"";"";"";"REGIVALDA";"F";"REGIVALDA (2JVD)";"2JVD";"|REGIVALDA|"
"";"";"";"REGIVALDO";"M";"REGIVALDO (2JVD)";"2JVD";"|REGIVALDO|REJIVALDO|"
"";"";"";"REGIVAN";"M";"REGIVAN (2JVM)";"2JVM";"|REGIVAM|REGIVAN|REJIVAN|"
"";"";"";"REGIVANDA";"F";"REGIVANDA (2JVD)";"2JVD";"|REGIVANDA|"
"";"";"";"REGIVANDO";"M";"REGIVANDO (2JVD)";"2JVD";"|REGIVANDO|"
"";"";"";"REGIVANE";"F";"REGIVANE (2JV)";"2JV";"|REGIVANE|"
"";"";"";"REGIVANIA";"F";"REGIVANIA (2JV)";"2JV";"|REGIVANIA|REJIVANIA|"
"";"";"";"REGIVANIO";"M";"REGIVANIO (2JV)";"2JV";"|REGIVANIO|"
